"","Region","Site","Cover_Level","SAV_Cover","Secchi_m","Depth_m","Thalassia.testudinum","Syringodium.filiforme","Halodule.wrightii","Algal_Spp","Total_Seagrass_Cover","Total_Algae_Cover","Epiphite_Blade_Load","Epiphite_Shoot_Load","Salinity.Min","Nitrate.Mean","Light.bottom.Min","Par.Mean","Dist_To_River","Dist_To_Shore","Seagrass_Biomass_g_per_sqm","Macro_Algae_Biomass_g_per_sqm","Thalassia_testudinum_g_per_sqm","Syringodium_filiforme_g_per_sqm","Halodule_wrightii_g_per_sqm","Factor","OLOI","ILOI","Carbon","Rhizome_Stock_g_per_sqm","Shell_Stock_g_per_sqm","Organic_Carbon_Stock_g_per_sqm","Inorganic_Carbon_Stock_g_per_sqm","Total_Carbon_Stock_g_per_sqm","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt","Meadow.Structure","TH_PA","SY_PA","FWCC_Seagrass_Extent","Temperature.Mean","Primary.productivity.Max","FWCC_Seagrass_Extent","Longitude","Latitude"
"18","Saint Marks","SMAR23","high",85,1.1,1.1,76,0.5,0,23.5,63.3,21.7,34.5,74,31.4936485290527,5.43648481369019,13.2128419876099,40.3769874572754,6.102007985,2.49939489364624,222.205973333333,22.7389333333333,214.572373333333,5.08319999999999,0.310399999999994,"Seagrass",3.93544444444444,3.4782962962963,1.53956156666667,920.550848846358,12401.5047032216,14857.9524982423,4081.83589763002,18939.7883958723,0.360555555555556,0.815555555555556,19.6308333333333,44.9666666666667,32.8311111111111,0.931388888888889,"Continuous",1,1,0,"Continuous",23.5330924987793,0.0226744450628757,-84.05362,30.07869
"19","Saint Marks","SMAR24","low",68.3333333333333,1.25,1.25,43.7037037033333,27.0370370366667,0,29.2592592588889,46.1111111105556,22.2222222219444,46.6666666666667,58.3333333333333,31.4780044555664,5.45751762390137,13.2648115158081,40.3157196044922,5.995940179,3.37391138076782,172.542133333333,8.392,146.7136,20.4101333333333,4.3432,"Seagrass",3.05375,3.12608333333333,1.112909625,413.519322245915,9279.36036126986,11492.4089782703,3918.71633419868,15411.125312469,0.08,1.30222222222222,22.4372222222222,40.3988888888889,34.6408333333333,0.541666666666667,"Continuous",1,1,0,"Continuous",23.519624710083,0.0224893391132355,-84.0508,30.0701
"20","Saint Marks","SMAR25","low",92.5,1.6,1.6,7.5,24.1,0,61.1,34.21,57.14,30.5555555555556,87.7777777777778,31.4789962768555,5.46868658065796,12.9094552993774,40.2443733215332,7.948631111,2.70405650138855,241.976,28.4066666666667,181.982933333333,46.0346666666667,10.5578666666667,"Seagrass",3.50775462962963,2.91260185185185,1.33260246527778,251.788928714006,10263.5304459128,14704.2761866997,3872.702208987,18576.9783956867,0.151111111111111,0.711666666666667,27.0988888888889,44.66,25.3522222222222,0.799444444444445,"Continuous",1,1,0,"Continuous",23.5213088989258,0.0226552132517099,-84.0716,30.0704
"21","Saint Marks","SMARA","none",0,1.25,1.5,0,0,0,0,0,0,0,0,31.5003356933594,5.49681329727173,11.3722534179688,39.8785171508789,9.157858524,1.65787446498871,NA,NA,NA,NA,NA,"Control",2.35275,1.4165625,0.78445895,0,28380.0124855989,8048.76510480088,1795.94787187836,9844.71297667925,0,0.103333333333333,11.4116666666667,27.1266666666667,59.1283333333333,1.645,"Bare",0,0,0,"Continuous",23.5444831848145,0.0242668427526951,-84.19833,30.0712
"22","Saint Marks","SMARB","low",7,1.6,1.6,0,24,0,6,5.8,1.2,1,30,31.4663829803467,5.53417921066284,11.0276679992676,39.9322738647461,11.08813657,1.48023653030396,NA,NA,NA,NA,NA,"Control",3.54053333333333,1.16712592592593,1.34846408,0.855194271268994,3749.21371402156,14015.9028374713,1465.62783058988,15481.5306680612,0.162777777777778,0.45,16.34,33.1083333333333,48.34,1.41444444444444,"Fragmented",0,1,0,"Continuous",23.5193786621094,0.0237137526273727,-84.17513,30.0584
"23","Saint Marks","SMARC","none",0,1.25,2.25,0,0,0,0,0,0,0,0,31.4782161712646,5.48127555847168,12.5785045623779,40.1751289367676,9.768167555,2.59780550003052,NA,NA,NA,NA,NA,"Control",1.92004166666667,3.10508333333333,0.5643081625,0,18830.7200115961,7426.81366286872,5166.91517394445,12593.7288368132,0.25,1.17277777777778,36.4738888888889,48.9211111111111,12.5266666666667,0.277777777777778,"Bare",0,0,0,"Continuous",23.5215263366699,0.0227906722575426,-84.0906,30.0697
"24","Steinhatchee","STCH01","low",33.5,0.75,1.25,0,15,26,8,27.025,2.35,0,0,31.4665870666504,4.99675226211548,13.5533990859985,41.8007507324219,1.341991133,0.277118742465973,24.0032,3.4416,0.851199999999999,0,3.4464,"Seagrass",3.31970238095238,3.79170833333333,1.24160398214286,129.792176708748,3274.40729633955,12746.6922816054,4866.88417839739,17613.5764600028,0.121111111111111,0.842777777777778,10.6766666666667,32.4211111111111,54.7633333333333,0.777222222222222,"Fragmented",0,1,1,"Continuous",23.6165618896484,0.0181741416454315,-83.44167,29.675
"25","Steinhatchee","STCH02","high",73.5,1.1,1.1,79.4,1,9.5,0.1,73.42,0.08,51.5,48.5,31.5288333892822,4.99537515640259,13.5978021621704,41.579948425293,4.537646696,1.09321546554565,224.678933333333,0,224.678933333333,0,0,"Seagrass",5.18192857142857,9.86869047619048,2.14273523571429,1329.95866017271,46476.3285431557,15865.312186983,9425.8643875747,25291.1765745577,1.9,3.44333333333333,19.47,26.9416666666667,46.1116666666667,0.943333333333333,"Fragmented",1,1,1,"Continuous",23.6158046722412,0.0183127652853727,-83.475,29.675
"26","Steinhatchee","STCH04","none",1.5,0.5,1.2,0,0,0,0,1.5,0,0,0,31.5022830963135,5.00815105438232,12.9073295593262,41.5650329589844,1.28847468,1.29321837425232,1.6944,0.0304000000000002,0,0,0,"Seagrass",2.50991851851852,5.20595185185185,0.852238656296296,59.3044335037691,1960.29531291993,10518.1643685721,8134.54740879799,18652.7117773701,0.158055555555556,0.5925,9.30777777777778,27.3769444444444,60.9555555555556,1.18472222222222,"Bare",0,0,0,"Continuous",23.607006072998,0.0181210450828075,-83.425,29.65833
"27","Steinhatchee","STCH05","low",71.5,0.5,1.25,0,0,0,62,23.575,42.75,45.5,34,31.517541885376,5.01302337646484,12.6311635971069,41.4642715454102,2.723359217,0.413902401924133,103.0192,107.151733333333,0,64.7696,4.58080000000001,"Seagrass",5.7716,3.6069,2.42807724,8.14079162073369,5568.91819521978,16296.4637155922,3305.62372097474,19602.0874365669,0.111388888888889,0.3525,6.4925,28.0236111111111,63.9741666666667,0.810277777777778,"Continuous",0,0,0,"Continuous",23.6029224395752,0.0180983487516642,-83.40833,29.64167
"28","Steinhatchee","STCH06","high",68.5,0.6,1.2,5.5,78.8,0,11.9,60.03,8.47,0,0,31.5248260498047,5.01534986495972,12.4993104934692,41.4161643981934,2.759535641,1.04900932312012,61.3541333333333,42.1032,4.0368,42.7448,4.16719999999999,"Seagrass",3.35815833333333,10.1965083333333,1.2602128175,229.076942394343,16332.360401324,11158.3484978851,11526.0492314072,22684.3977292923,0.755833333333333,1.05083333333333,19.1025,19.7058333333333,56.3291666666667,2.17083333333333,"Continuous",1,1,0,"Continuous",23.6009712219238,0.0180875118821859,-83.4146,29.6414
"29","Steinhatchee","STCH12","high",67,1.3,1.3,67.2,24.2,0,10.1,61.19,6.41,52.5,34.5,31.6075553894043,4.90284967422485,14.1692638397217,40.3754577636719,6.411976863,0.645751416683197,158.1344,2.88106666666667,127.9248,30.2096,0,"Seagrass",4.55696428571429,10.8993660714286,1.84031501785714,362.405018493914,20442.5497638052,13738.4416150228,10525.1225460476,24263.5641610703,0.713333333333333,2.17,16.135,41.435,38.07,0.681666666666667,"Fragmented",1,1,0,"Continuous",23.6522426605225,0.0174687467515469,-83.40833,29.60833
"30","Steinhatchee","STCH20","high",52.7272727272727,1.2,1.2,93.6363636363636,0,0,0,52.7272727272727,0,42.7272727272727,73.1818181818182,31.6264743804932,4.91951656341553,12.5625,40.3063011169434,12.02486171,2.06901574134827,80.6981333333333,0,77.0917333333333,0,0,"Seagrass",5.39241666666667,14.45625,2.244590425,204.703905663176,40607.9543236967,19251.8434774453,15913.5106696313,35165.3541470766,0.253333333333333,1.23833333333333,10.38,22.92,62.66,1.86666666666667,"Continuous",1,0,0,"Continuous",23.6403656005859,0.0174544751644135,-83.425,29.55833
"31","Steinhatchee","STCH21","high",84,1.1,1.1,97.5,0,0,2.5,81.575,2.425,0.5,100,31.6239490509033,4.89585208892822,13.1995315551758,40.2403984069824,13.30055758,1.16423463821411,226.4656,0.300800000000002,226.4656,0,0,"Seagrass",7.94950462962963,7.85537037037037,3.48196529027778,720.040684321136,14962.7704305631,17091.7863340033,4761.31847284484,21853.1048068481,1.52833333333333,1.82666666666667,17.0316666666667,41.6333333333333,36.6538888888889,0.499444444444444,"Continuous",1,0,0,"Continuous",23.6532039642334,0.0173783171921968,-83.4152,29.5462
"32","Steinhatchee","STCHA","low",17.5,1.4,1.4,38,0,0,42.1,5.65,11.875,15,31,31.606029510498,4.90050983428955,14.3184862136841,40.3775482177734,5.728607036,0.36800029873848,22.3552,12.8944,22.3552,0,0,"Control",1.62297142857143,10.427980952381,0.420555874285714,0,59713.5582082007,5009.36114704589,15165.2912025035,20174.6523495494,1.89333333333333,5.03666666666667,30.1466666666667,35.9633333333333,26.3833333333333,0.24,"Fragmented",1,0,0,"Continuous",23.6537227630615,0.0174662731587887,-83.40597,29.61464
"33","Steinhatchee","STCHB","none",0,0.9,0.9,0,0,0,0,0,0,0,0,31.5276489257812,5.01625108718872,12.4482307434082,41.3975257873535,3.667407546,0.413934767246246,NA,NA,NA,NA,NA,"Control",2.0917,3.67133333333333,0.64737363,0,16670.2854838028,7395.12641832398,5175.68534743373,12570.8117657577,0.4425,1.19916666666667,13.7425,36.4266666666667,46.7316666666667,0.9375,"Bare",0,0,0,"Continuous",23.6002159118652,0.0180833134800196,-83.40769,29.63317
"34","Steinhatchee","STCHC","none",0,1.25,1.25,0,0,0,0,0,0,0,0,31.613842010498,4.93503952026367,13.1101903915405,40.4458923339844,7.273342284,1.49931180477142,NA,NA,NA,NA,NA,"Control",4.88592857142857,23.0761547619048,1.99950083571429,0,38580.5682892604,16512.627056087,26016.5891160603,42529.2161721472,0.755,2.285,18.89,15.775,58.5483333333333,2.97666666666667,"Bare",0,0,0,"Continuous",23.6343078613281,0.017561050131917,-83.42204,29.6012
